seed,epoch,trainError,testError
3,65,0.00217031,0.00197425
3,66,0.0021698,0.00197435
3,67,0.0021693,0.00197446

4,1,0.00473378,0.00348964
4,2,0.00403815,0.00346322
4,3,0.00356829,0.00311577
4,4,0.00325507,0.00286889
4,5,0.00304414,0.00269883
4,6,0.00290112,0.00258047
4,7,0.00279787,0.00249209
4,8,0.0027161,0.00242009
4,9,0.00264529,0.00235674
4,10,0.00257995,0.002298
4,11,0.00251784,0.0022421
4,12,0.00245891,0.00218896
4,13,0.00240449,0.00213963
4,14,0.0023564,0.00209575
4,15,0.00231616,0.00205884
4,16,0.00228438,0.00202976
4,17,0.00226074,0.00200848
4,18,0.00224415,0.00199417
4,19,0.00223322,0.00198555
4,20,0.00222655,0.00198129
4,21,0.00222295,0.00198016
4,22,0.00222147,0.00198119
4,23,0.00222141,0.00198363
4,24,0.00222229,0.00198697
4,25,0.00222374,0.00199083
4,26,0.00222554,0.00199496
4,27,0.00222753,0.0019992
4,28,0.00222958,0.00200343
4,29,0.00223164,0.00200759
4,30,0.00223364,0.00201162
4,31,0.00223556,0.0020155
4,32,0.00223737,0.0020192
4,33,0.00223906,0.00202271
4,34,0.00224061,0.00202604
4,35,0.00224203,0.00202917
4,36,0.00224332,0.0020321
4,37,0.00224446,0.00203485
4,38,0.00224548,0.00203741
4,39,0.00224636,0.00203979
4,40,0.00224712,0.002042
4,41,0.00224776,0.00204404
4,42,0.00224829,0.00204593
4,43,0.00224871,0.00204767
4,44,0.00224904,0.00204927
4,45,0.00224927,0.00205074
4,46,0.00224941,0.00205208
4,47,0.00224948,0.00205331
4,48,0.00224948,0.00205444
4,49,0.0022494,0.00205547
4,50,0.00224927,0.00205641
4,51,0.00224909,0.00205727
4,52,0.00224886,0.00205806
4,53,0.00224858,0.00205879
4,54,0.00224827,0.00205945
4,55,0.00224793,0.00206007
4,56,0.00224756,0.00206064
4,57,0.00224718,0.00206118
4,58,0.00224677,0.00206168
4,59,0.00224636,0.00206217
4,60,0.00224593,0.00206263
4,61,0.00224551,0.00206308
4,62,0.00224508,0.00206353
4,63,0.00224466,0.00206397
4,64,0.00224425,0.00206442
4,65,0.00224384,0.00206487
4,66,0.00224345,0.00206533
4,67,0.00224308,0.00206581
4,68,0.00224272,0.00206632
4,69,0.00224239,0.00206684

5,1,0.00451918,0.0029464
5,2,0.00324358,0.00243783
5,3,0.00283763,0.00232193
5,4,0.00263185,0.00224912
5,5,0.00250804,0.00219209
5,6,0.0024239,0.00214421
5,7,0.00236129,0.00210228
5,8,0.00231159,0.0020647
5,9,0.00227069,0.00203103
5,10,0.00223671,0.0020015
5,11,0.0022089,0.0019766
5,12,0.00218698,0.00195682
5,13,0.00217064,0.00194227
5,14,0.00215927,0.00193257
5,15,0.00215206,0.00192701
5,16,0.00214814,0.00192478
5,17,0.00214678,0.00192513
5,18,0.00214734,0.00192745
5,19,0.00214936,0.00193126
5,20,0.00215243,0.00193614
5,21,0.00215624,0.00194177
5,22,0.00216054,0.00194789
5,23,0.00216512,0.00195427
5,24,0.00216982,0.00196075
5,25,0.00217451,0.00196719
5,26,0.0021791,0.0019735
5,27,0.00218351,0.00197959
5,28,0.00218769,0.00198542
5,29,0.00219161,0.00199094
5,30,0.00219524,0.00199614
5,31,0.00219858,0.002001
5,32,0.00220162,0.00200552
5,33,0.00220435,0.0020097
5,34,0.0022068,0.00201354
5,35,0.00220897,0.00201707
5,36,0.00221087,0.00202029
5,37,0.00221251,0.00202321
5,38,0.00221392,0.00202586
5,39,0.0022151,0.00202825
5,40,0.00221607,0.00203039
5,41,0.00221686,0.00203231
5,42,0.00221747,0.00203402
5,43,0.00221792,0.00203554
5,44,0.00221822,0.00203688
5,45,0.00221839,0.00203806
5,46,0.00221844,0.00203909
5,47,0.00221838,0.00203999
5,48,0.00221823,0.00204076
5,49,0.002218,0.00204143
5,50,0.00221768,0.002042
5,51,0.00221731,0.00204248
5,52,0.00221687,0.00204288
5,53,0.00221639,0.00204321
5,54,0.00221587,0.00204348
5,55,0.0022153,0.0020437
5,56,0.00221471,0.00204387
5,57,0.0022141,0.00204399
5,58,0.00221346,0.00204408
5,59,0.00221281,0.00204414
5,60,0.00221214,0.00204418
5,61,0.00221147,0.00204419
5,62,0.00221079,0.00204419
5,63,0.00221011,0.00204417
5,64,0.00220943,0.00204414

