seed,epoch,trainError,testError
2,7,0.0977653,0.0977653
2,8,0.070756,0.070756
2,9,0.0613793,0.0613793
2,10,0.0463822,0.0463822
2,11,0.0374513,0.0374513
2,12,0.0320601,0.0320601
2,13,0.0273475,0.0273475
2,14,0.0239645,0.0239645
2,15,0.0211741,0.0211741
2,16,0.0188515,0.0188515
2,17,0.0169295,0.0169295
2,18,0.0154192,0.0154192
2,19,0.0142045,0.0142045
2,20,0.0131468,0.0131468
2,21,0.0122186,0.0122186
2,22,0.0114252,0.0114252
2,23,0.0107322,0.0107322
2,24,0.0101171,0.0101171
2,25,0.00956002,0.00956002
2,26,0.0090598,0.0090598
2,27,0.00861084,0.00861084
2,28,0.0082045,0.0082045
2,29,0.00783361,0.00783361
2,30,0.00749239,0.00749239
2,31,0.00717784,0.00717784
2,32,0.00688765,0.00688765
2,33,0.00661916,0.00661916
2,34,0.00636985,0.00636985
2,35,0.0061375,0.0061375
2,36,0.00592035,0.00592035
2,37,0.00571704,0.00571704
2,38,0.00552642,0.00552642
2,39,0.00534737,0.00534737
2,40,0.00517887,0.00517887
2,41,0.00501999,0.00501999
2,42,0.00486991,0.00486991
2,43,0.00472794,0.00472794
2,44,0.00459347,0.00459347
2,45,0.00446594,0.00446594
2,46,0.00434483,0.00434483
2,47,0.00422969,0.00422969
2,48,0.00412008,0.00412008
2,49,0.00401563,0.00401563
2,50,0.00391599,0.00391599
2,51,0.00382083,0.00382083
2,52,0.00372987,0.00372987
2,53,0.00364286,0.00364286
2,54,0.00355953,0.00355953
2,55,0.00347968,0.00347968
2,56,0.00340308,0.00340308
2,57,0.00332955,0.00332955
2,58,0.00325892,0.00325892
2,59,0.00319101,0.00319101
2,60,0.00312569,0.00312569
2,61,0.0030628,0.0030628
2,62,0.00300222,0.00300222
2,63,0.00294383,0.00294383
2,64,0.00288751,0.00288751
2,65,0.00283315,0.00283315
2,66,0.00278067,0.00278067
2,67,0.00272996,0.00272996
2,68,0.00268094,0.00268094
2,69,0.00263353,0.00263353
2,70,0.00258765,0.00258765
2,71,0.00254324,0.00254324
2,72,0.00250022,0.00250022
2,73,0.00245853,0.00245853
2,74,0.00241811,0.00241811
2,75,0.00237892,0.00237892
2,76,0.00234088,0.00234088
2,77,0.00230396,0.00230396
2,78,0.00226811,0.00226811
2,79,0.00223327,0.00223327
2,80,0.00219942,0.00219942
2,81,0.00216652,0.00216652
2,82,0.00213451,0.00213451
2,83,0.00210337,0.00210337
2,84,0.00207307,0.00207307
2,85,0.00204357,0.00204357
2,86,0.00201483,0.00201483
2,87,0.00198685,0.00198685
2,88,0.00195957,0.00195957
2,89,0.00193298,0.00193298
2,90,0.00190706,0.00190706
2,91,0.00188178,0.00188178
2,92,0.00185711,0.00185711
2,93,0.00183303,0.00183303
2,94,0.00180954,0.00180954
2,95,0.00178659,0.00178659
2,96,0.00176418,0.00176418
2,97,0.00174229,0.00174229
2,98,0.0017209,0.0017209
2,99,0.00169999,0.00169999
2,100,0.00167955,0.00167955
2,101,0.00165957,0.00165957
2,102,0.00164002,0.00164002
2,103,0.00162089,0.00162089
2,104,0.00160218,0.00160218
2,105,0.00158387,0.00158387
2,106,0.00156594,0.00156594
2,107,0.00154839,0.00154839
2,108,0.00153119,0.00153119
2,109,0.00151436,0.00151436
2,110,0.00149786,0.00149786
2,111,0.00148169,0.00148169
2,112,0.00146585,0.00146585
2,113,0.00145032,0.00145032
2,114,0.0014351,0.0014351
2,115,0.00142016,0.00142016
2,116,0.00140552,0.00140552
2,117,0.00139116,0.00139116
2,118,0.00137706,0.00137706
2,119,0.00136323,0.00136323
2,120,0.00134966,0.00134966
2,121,0.00133634,0.00133634
2,122,0.00132326,0.00132326
2,123,0.00131042,0.00131042
2,124,0.0012978,0.0012978
2,125,0.00128542,0.00128542
2,126,0.00127325,0.00127325
2,127,0.00126129,0.00126129
2,128,0.00124955,0.00124955
2,129,0.001238,0.001238
2,130,0.00122665,0.00122665
2,131,0.0012155,0.0012155
2,132,0.00120453,0.00120453
2,133,0.00119375,0.00119375
2,134,0.00118314,0.00118314
2,135,0.00117271,0.00117271
2,136,0.00116245,0.00116245
2,137,0.00115236,0.00115236
2,138,0.00114243,0.00114243
2,139,0.00113266,0.00113266
2,140,0.00112304,0.00112304
2,141,0.00111357,0.00111357
2,142,0.00110426,0.00110426
2,143,0.00109508,0.00109508
2,144,0.00108605,0.00108605
2,145,0.00107716,0.00107716
2,146,0.0010684,0.0010684
2,147,0.00105978,0.00105978
2,148,0.00105128,0.00105128
2,149,0.00104291,0.00104291
2,150,0.00103466,0.00103466
2,151,0.00102654,0.00102654
2,152,0.00101853,0.00101853
2,153,0.00101064,0.00101064
2,154,0.00100286,0.00100286
2,155,0.000995195,0.000995195
2,156,0.000987638,0.000987638
2,157,0.000980188,0.000980188
2,158,0.000972841,0.000972841
2,159,0.000965598,0.000965598
2,160,0.000958454,0.000958454
2,161,0.000951409,0.000951409
2,162,0.00094446,0.00094446
2,163,0.000937606,0.000937606
2,164,0.000930844,0.000930844
2,165,0.000924173,0.000924173
2,166,0.00091759,0.00091759
2,167,0.000911095,0.000911095
2,168,0.000904686,0.000904686
2,169,0.00089836,0.00089836
2,170,0.000892117,0.000892117
2,171,0.000885955,0.000885955
2,172,0.000879871,0.000879871
2,173,0.000873866,0.000873866
2,174,0.000867937,0.000867937
2,175,0.000862083,0.000862083
2,176,0.000856302,0.000856302
2,177,0.000850593,0.000850593
2,178,0.000844956,0.000844956
2,179,0.000839388,0.000839388
2,180,0.000833888,0.000833888
2,181,0.000828456,0.000828456
2,182,0.000823089,0.000823089
2,183,0.000817788,0.000817788
2,184,0.00081255,0.00081255
2,185,0.000807374,0.000807374
2,186,0.00080226,0.00080226
2,187,0.000797206,0.000797206

3,1,0.300159,0.300159
3,2,0.348578,0.348578
3,3,0.246733,0.246733
3,4,0.22703,0.22703
3,5,0.204995,0.204995
3,6,0.148514,0.148514
3,7,0.127649,0.127649
3,8,0.104007,0.104007
3,9,0.0857264,0.0857264
3,10,0.0754336,0.0754336
3,11,0.0607068,0.0607068
3,12,0.0526099,0.0526099
3,13,0.0437238,0.0437238
3,14,0.0376532,0.0376532
3,15,0.0333312,0.0333312
3,16,0.0288824,0.0288824
3,17,0.0256442,0.0256442
3,18,0.0231177,0.0231177
3,19,0.02086,0.02086
3,20,0.0189406,0.0189406
3,21,0.0173778,0.0173778
3,22,0.0160677,0.0160677
3,23,0.0148904,0.0148904
3,24,0.0138638,0.0138638
3,25,0.0129765,0.0129765
3,26,0.0121972,0.0121972
3,27,0.0114969,0.0114969
3,28,0.0108629,0.0108629
3,29,0.0102939,0.0102939
3,30,0.00978073,0.00978073
3,31,0.00931419,0.00931419
3,32,0.00888627,0.00888627
3,33,0.00849247,0.00849247
3,34,0.00813013,0.00813013
3,35,0.00779599,0.00779599
3,36,0.00748666,0.00748666
3,37,0.00719916,0.00719916
3,38,0.00693114,0.00693114
3,39,0.00668087,0.00668087
3,40,0.00644682,0.00644682
3,41,0.00622752,0.00622752
3,42,0.00602162,0.00602162
3,43,0.00582788,0.00582788
3,44,0.00564526,0.00564526
3,45,0.00547286,0.00547286
3,46,0.00530991,0.00530991
3,47,0.00515566,0.00515566
3,48,0.00500947,0.00500947
3,49,0.00487072,0.00487072
3,50,0.00473886,0.00473886
3,51,0.00461341,0.00461341
3,52,0.00449393,0.00449393
3,53,0.00438002,0.00438002
3,54,0.0042713,0.0042713
3,55,0.00416744,0.00416744
3,56,0.00406813,0.00406813
3,57,0.00397308,0.00397308
3,58,0.00388204,0.00388204
3,59,0.00379476,0.00379476
3,60,0.00371102,0.00371102
3,61,0.00363062,0.00363062
3,62,0.00355337,0.00355337
3,63,0.00347908,0.00347908
3,64,0.00340761,0.00340761
3,65,0.00333879,0.00333879
3,66,0.00327248,0.00327248
3,67,0.00320856,0.00320856
3,68,0.0031469,0.0031469
3,69,0.00308739,0.00308739
3,70,0.00302992,0.00302992
3,71,0.00297439,0.00297439
3,72,0.0029207,0.0029207
3,73,0.00286878,0.00286878
3,74,0.00281853,0.00281853
3,75,0.00276988,0.00276988
3,76,0.00272275,0.00272275
3,77,0.00267708,0.00267708
3,78,0.00263281,0.00263281
3,79,0.00258986,0.00258986
3,80,0.00254819,0.00254819
3,81,0.00250775,0.00250775
3,82,0.00246847,0.00246847
3,83,0.00243031,0.00243031
3,84,0.00239322,0.00239322
3,85,0.00235717,0.00235717
3,86,0.00232211,0.00232211
3,87,0.002288,0.002288
3,88,0.0022548,0.0022548
3,89,0.00222248,0.00222248
3,90,0.00219101,0.00219101
3,91,0.00216035,0.00216035
3,92,0.00213047,0.00213047
3,93,0.00210135,0.00210135
3,94,0.00207296,0.00207296
3,95,0.00204527,0.00204527
3,96,0.00201825,0.00201825
3,97,0.00199189,0.00199189
3,98,0.00196616,0.00196616
3,99,0.00194103,0.00194103
3,100,0.0019165,0.0019165
3,101,0.00189253,0.00189253
3,102,0.00186911,0.00186911
3,103,0.00184622,0.00184622
3,104,0.00182384,0.00182384
3,105,0.00180197,0.00180197
3,106,0.00178057,0.00178057
3,107,0.00175964,0.00175964
3,108,0.00173916,0.00173916
3,109,0.00171911,0.00171911
3,110,0.0016995,0.0016995
3,111,0.00168029,0.00168029
3,112,0.00166148,0.00166148
3,113,0.00164305,0.00164305
3,114,0.00162501,0.00162501
3,115,0.00160732,0.00160732
3,116,0.00158999,0.00158999
3,117,0.00157301,0.00157301
3,118,0.00155635,0.00155635
3,119,0.00154002,0.00154002
3,120,0.00152401,0.00152401
3,121,0.0015083,0.0015083
3,122,0.00149289,0.00149289
3,123,0.00147777,0.00147777
3,124,0.00146293,0.00146293
3,125,0.00144837,0.00144837
3,126,0.00143407,0.00143407
3,127,0.00142003,0.00142003
3,128,0.00140625,0.00140625
3,129,0.00139271,0.00139271
3,130,0.00137941,0.00137941
3,131,0.00136635,0.00136635
3,132,0.00135351,0.00135351
3,133,0.0013409,0.0013409
3,134,0.0013285,0.0013285
3,135,0.00131632,0.00131632
3,136,0.00130434,0.00130434
3,137,0.00129256,0.00129256
3,138,0.00128097,0.00128097
3,139,0.00126958,0.00126958
3,140,0.00125838,0.00125838
3,141,0.00124736,0.00124736
3,142,0.00123651,0.00123651
3,143,0.00122584,0.00122584
3,144,0.00121535,0.00121535
3,145,0.00120501,0.00120501
3,146,0.00119484,0.00119484
3,147,0.00118483,0.00118483
3,148,0.00117497,0.00117497
3,149,0.00116527,0.00116527
3,150,0.00115571,0.00115571
3,151,0.00114629,0.00114629
3,152,0.00113702,0.00113702
3,153,0.00112789,0.00112789
3,154,0.00111889,0.00111889
3,155,0.00111003,0.00111003
3,156,0.0011013,0.0011013
3,157,0.00109269,0.00109269
3,158,0.00108421,0.00108421
3,159,0.00107584,0.00107584
3,160,0.0010676,0.0010676
3,161,0.00105948,0.00105948
3,162,0.00105147,0.00105147
3,163,0.00104357,0.00104357
3,164,0.00103578,0.00103578
3,165,0.0010281,0.0010281
3,166,0.00102053,0.00102053
3,167,0.00101305,0.00101305
3,168,0.00100568,0.00100568
3,169,0.000998413,0.000998413
3,170,0.000991239,0.000991239
3,171,0.000984161,0.000984161
3,172,0.000977176,0.000977176
3,173,0.000970284,0.000970284
3,174,0.000963481,0.000963481
3,175,0.000956767,0.000956767
3,176,0.00095014,0.00095014
3,177,0.000943598,0.000943598
3,178,0.000937139,0.000937139
3,179,0.000930762,0.000930762
3,180,0.000924466,0.000924466
3,181,0.000918249,0.000918249
3,182,0.000912109,0.000912109
3,183,0.000906046,0.000906046
3,184,0.000900057,0.000900057
3,185,0.000894142,0.000894142
3,186,0.000888299,0.000888299
3,187,0.000882527,0.000882527
3,188,0.000876825,0.000876825
3,189,0.000871191,0.000871191
3,190,0.000865624,0.000865624
3,191,0.000860123,0.000860123
3,192,0.000854687,0.000854687
3,193,0.000849315,0.000849315
3,194,0.000844006,0.000844006
3,195,0.000838758,0.000838758
3,196,0.000833571,0.000833571
3,197,0.000828444,0.000828444

4,1,0.408581,0.408581
4,2,0.296354,0.296354
4,3,0.399291,0.399291
4,4,0.204339,0.204339
4,5,0.27302,0.27302
4,6,0.216714,0.216714
4,7,0.142066,0.142066
4,8,0.196128,0.196128
4,9,0.103415,0.103415
4,10,0.0665457,0.0665457
4,11,0.071205,0.071205
4,12,0.041155,0.041155
4,13,0.0321229,0.0321229
4,14,0.028659,0.028659
4,15,0.019999,0.019999
4,16,0.0209821,0.0209821
4,17,0.0158369,0.0158369
4,18,0.0145329,0.0145329
4,19,0.0129372,0.0129372
4,20,0.0118246,0.0118246
4,21,0.011227,0.011227
4,22,0.0101553,0.0101553
4,23,0.00957439,0.00957439
4,24,0.00902964,0.00902964
4,25,0.00852047,0.00852047
4,26,0.00813808,0.00813808
4,27,0.00774127,0.00774127
4,28,0.00736948,0.00736948
4,29,0.00705389,0.00705389
4,30,0.00676214,0.00676214
4,31,0.00649304,0.00649304
4,32,0.00624817,0.00624817
4,33,0.00601745,0.00601745
4,34,0.00579932,0.00579932
4,35,0.00559652,0.00559652
4,36,0.00540779,0.00540779
4,37,0.00523093,0.00523093
4,38,0.00506487,0.00506487
4,39,0.00490847,0.00490847
4,40,0.00476053,0.00476053
4,41,0.00462041,0.00462041
4,42,0.00448774,0.00448774
4,43,0.00436208,0.00436208
4,44,0.00424289,0.00424289
4,45,0.00412968,0.00412968
4,46,0.00402197,0.00402197
4,47,0.00391935,0.00391935
4,48,0.00382145,0.00382145
4,49,0.00372798,0.00372798
4,50,0.00363866,0.00363866
4,51,0.00355324,0.00355324
4,52,0.00347148,0.00347148
4,53,0.00339316,0.00339316
4,54,0.00331806,0.00331806
4,55,0.00324599,0.00324599
4,56,0.00317677,0.00317677
4,57,0.00311024,0.00311024
4,58,0.00304625,0.00304625
4,59,0.00298466,0.00298466
4,60,0.00292535,0.00292535
4,61,0.0028682,0.0028682
4,62,0.00281308,0.00281308
4,63,0.0027599,0.0027599
4,64,0.00270857,0.00270857
4,65,0.00265897,0.00265897
4,66,0.00261104,0.00261104
4,67,0.0025647,0.0025647
4,68,0.00251986,0.00251986
4,69,0.00247645,0.00247645
4,70,0.00243442,0.00243442
4,71,0.00239369,0.00239369
4,72,0.00235421,0.00235421
4,73,0.00231593,0.00231593
4,74,0.00227879,0.00227879
4,75,0.00224274,0.00224274
4,76,0.00220774,0.00220774
4,77,0.00217375,0.00217375
4,78,0.00214071,0.00214071
4,79,0.0021086,0.0021086
4,80,0.00207737,0.00207737
4,81,0.002047,0.002047
4,82,0.00201744,0.00201744
4,83,0.00198866,0.00198866
4,84,0.00196065,0.00196065
4,85,0.00193335,0.00193335
4,86,0.00190676,0.00190676
4,87,0.00188084,0.00188084
4,88,0.00185557,0.00185557
4,89,0.00183093,0.00183093
4,90,0.00180688,0.00180688
4,91,0.00178342,0.00178342
4,92,0.00176053,0.00176053
4,93,0.00173817,0.00173817
4,94,0.00171634,0.00171634
4,95,0.00169501,0.00169501
4,96,0.00167417,0.00167417
4,97,0.00165381,0.00165381
4,98,0.0016339,0.0016339
4,99,0.00161444,0.00161444
4,100,0.0015954,0.0015954
4,101,0.00157678,0.00157678
4,102,0.00155856,0.00155856
4,103,0.00154072,0.00154072
4,104,0.00152327,0.00152327
4,105,0.00150618,0.00150618
4,106,0.00148945,0.00148945
4,107,0.00147305,0.00147305
4,108,0.001457,0.001457
4,109,0.00144126,0.00144126
4,110,0.00142584,0.00142584
4,111,0.00141073,0.00141073
4,112,0.00139591,0.00139591
4,113,0.00138138,0.00138138
4,114,0.00136714,0.00136714
4,115,0.00135316,0.00135316
4,116,0.00133945,0.00133945
4,117,0.00132599,0.00132599
4,118,0.00131279,0.00131279
4,119,0.00129982,0.00129982
4,120,0.0012871,0.0012871
4,121,0.00127461,0.00127461
4,122,0.00126234,0.00126234
4,123,0.00125029,0.00125029
4,124,0.00123845,0.00123845
4,125,0.00122682,0.00122682
4,126,0.0012154,0.0012154
4,127,0.00120417,0.00120417
4,128,0.00119313,0.00119313
4,129,0.00118229,0.00118229
4,130,0.00117162,0.00117162
4,131,0.00116113,0.00116113
4,132,0.00115082,0.00115082
4,133,0.00114068,0.00114068
4,134,0.0011307,0.0011307
4,135,0.00112089,0.00112089
4,136,0.00111123,0.00111123
4,137,0.00110173,0.00110173
4,138,0.00109238,0.00109238
4,139,0.00108318,0.00108318
4,140,0.00107412,0.00107412
4,141,0.0010652,0.0010652
4,142,0.00105642,0.00105642
4,143,0.00104777,0.00104777
4,144,0.00103925,0.00103925
4,145,0.00103087,0.00103087
4,146,0.00102261,0.00102261
4,147,0.00101447,0.00101447
4,148,0.00100645,0.00100645
4,149,0.000998555,0.000998555
4,150,0.000990771,0.000990771
4,151,0.000983101,0.000983101
4,152,0.00097554,0.00097554
4,153,0.000968088,0.000968088
4,154,0.000960742,0.000960742
4,155,0.000953499,0.000953499
4,156,0.000946359,0.000946359
4,157,0.000939317,0.000939317
4,158,0.000932373,0.000932373
4,159,0.000925525,0.000925525
4,160,0.000918771,0.000918771
4,161,0.000912108,0.000912108
4,162,0.000905535,0.000905535
4,163,0.000899051,0.000899051
4,164,0.000892653,0.000892653
4,165,0.00088634,0.00088634
4,166,0.00088011,0.00088011
4,167,0.000873961,0.000873961
4,168,0.000867893,0.000867893
4,169,0.000861903,0.000861903
4,170,0.00085599,0.00085599
4,171,0.000850153,0.000850153
4,172,0.00084439,0.00084439
4,173,0.0008387,0.0008387
4,174,0.000833081,0.000833081
4,175,0.000827533,0.000827533
4,176,0.000822053,0.000822053
4,177,0.000816641,0.000816641
4,178,0.000811296,0.000811296
4,179,0.000806015,0.000806015
4,180,0.000800799,0.000800799
4,181,0.000795646,0.000795646
4,182,0.000790555,0.000790555
4,183,0.000785524,0.000785524

5,1,0.392644,0.392644
5,2,0.300449,0.300449
5,3,0.282597,0.282597
5,4,0.243098,0.243098
5,5,0.200604,0.200604
5,6,0.171765,0.171765
5,7,0.132596,0.132596
5,8,0.108135,0.108135
5,9,0.091139,0.091139
5,10,0.0732399,0.0732399
5,11,0.0614532,0.0614532
5,12,0.0487527,0.0487527
5,13,0.0403784,0.0403784
5,14,0.0343703,0.0343703
5,15,0.0293833,0.0293833
5,16,0.0254403,0.0254403
5,17,0.022332,0.022332
5,18,0.0198832,0.0198832
5,19,0.017825,0.017825
5,20,0.0161271,0.0161271
5,21,0.0147326,0.0147326
5,22,0.0135605,0.0135605
5,23,0.0125573,0.0125573
5,24,0.0116754,0.0116754
5,25,0.0109059,0.0109059
5,26,0.0102316,0.0102316
5,27,0.0096344,0.0096344
5,28,0.00910123,0.00910123
5,29,0.00862057,0.00862057
5,30,0.0081853,0.0081853
5,31,0.00779029,0.00779029
5,32,0.0074303,0.0074303
5,33,0.00710071,0.00710071
5,34,0.00679762,0.00679762
5,35,0.00651778,0.00651778
5,36,0.00625861,0.00625861
5,37,0.00601801,0.00601801
5,38,0.00579413,0.00579413
5,39,0.00558532,0.00558532
5,40,0.00539012,0.00539012
5,41,0.00520722,0.00520722
5,42,0.00503551,0.00503551
5,43,0.004874,0.004874
5,44,0.00472183,0.00472183
5,45,0.00457825,0.00457825
5,46,0.00444255,0.00444255
5,47,0.00431413,0.00431413
5,48,0.00419242,0.00419242
5,49,0.00407693,0.00407693
5,50,0.00396719,0.00396719
5,51,0.0038628,0.0038628
5,52,0.00376338,0.00376338
5,53,0.0036686,0.0036686
5,54,0.00357815,0.00357815
5,55,0.00349175,0.00349175
5,56,0.00340913,0.00340913
5,57,0.00333006,0.00333006
5,58,0.00325433,0.00325433
5,59,0.00318173,0.00318173
5,60,0.00311207,0.00311207
5,61,0.00304518,0.00304518
5,62,0.00298092,0.00298092
5,63,0.00291912,0.00291912
5,64,0.00285966,0.00285966
5,65,0.0028024,0.0028024
5,66,0.00274724,0.00274724
5,67,0.00269405,0.00269405
5,68,0.00264275,0.00264275
5,69,0.00259322,0.00259322
5,70,0.0025454,0.0025454
5,71,0.00249918,0.00249918
5,72,0.0024545,0.0024545
5,73,0.00241128,0.00241128
5,74,0.00236945,0.00236945
5,75,0.00232895,0.00232895
5,76,0.00228971,0.00228971
5,77,0.00225169,0.00225169
5,78,0.00221482,0.00221482
5,79,0.00217906,0.00217906
5,80,0.00214436,0.00214436
5,81,0.00211067,0.00211067
5,82,0.00207795,0.00207795
5,83,0.00204616,0.00204616
5,84,0.00201526,0.00201526
5,85,0.00198522,0.00198522
5,86,0.001956,0.001956
5,87,0.00192758,0.00192758
5,88,0.00189991,0.00189991
5,89,0.00187297,0.00187297
5,90,0.00184673,0.00184673
5,91,0.00182117,0.00182117
5,92,0.00179626,0.00179626
5,93,0.00177198,0.00177198
5,94,0.0017483,0.0017483
5,95,0.0017252,0.0017252
5,96,0.00170267,0.00170267
5,97,0.00168068,0.00168068
5,98,0.00165921,0.00165921
5,99,0.00163824,0.00163824
5,100,0.00161777,0.00161777
5,101,0.00159776,0.00159776
5,102,0.00157821,0.00157821
5,103,0.00155911,0.00155911
5,104,0.00154043,0.00154043
5,105,0.00152216,0.00152216
5,106,0.00150429,0.00150429
5,107,0.00148681,0.00148681
5,108,0.00146971,0.00146971
5,109,0.00145297,0.00145297
5,110,0.00143658,0.00143658
5,111,0.00142053,0.00142053
5,112,0.00140481,0.00140481
5,113,0.00138942,0.00138942
5,114,0.00137434,0.00137434
5,115,0.00135956,0.00135956
5,116,0.00134507,0.00134507
5,117,0.00133087,0.00133087
5,118,0.00131695,0.00131695
5,119,0.00130329,0.00130329
5,120,0.0012899,0.0012899
5,121,0.00127676,0.00127676
5,122,0.00126387,0.00126387
5,123,0.00125122,0.00125122
