**********
SEED 1
**********
Iteration 1	 Training error: 0.251899
Iteration 174	 Training error: 0.14653
Iteration 175	 Training error: 0.14625
Iteration 176	 Training error: 0.145977
Iteration 177	 Training error: 0.145709
Iteration 178	 Training error: 0.145446
Iteration 179	 Training error: 0.145189
Iteration 180	 Training error: 0.144937
Iteration 181	 Training error: 0.144691
Iteration 182	 Training error: 0.144449
Iteration 183	 Training error: 0.144212
Iteration 184	 Training error: 0.14398
Iteration 185	 Training error: 0.143753
Iteration 186	 Training error: 0.14353
Iteration 187	 Training error: 0.143311
Iteration 188	 Training error: 0.143097
Iteration 189	 Training error: 0.142887
Iteration 190	 Training error: 0.142681
Iteration 191	 Training error: 0.142479
Iteration 192	 Training error: 0.142281
Iteration 193	 Training error: 0.142087
Iteration 194	 Training error: 0.141896
Iteration 195	 Training error: 0.141709
Iteration 196	 Training error: 0.141525
Iteration 197	 Training error: 0.141345
Iteration 198	 Training error: 0.141168
Iteration 199	 Training error: 0.140995
Iteration 200	 Training error: 0.140824
Iteration 201	 Training error: 0.140657
Iteration 202	 Training error: 0.140493
Iteration 203	 Training error: 0.140331
Iteration 204	 Training error: 0.140173
Iteration 205	 Training error: 0.140017
Iteration 206	 Training error: 0.139864
Iteration 207	 Training error: 0.139714
Iteration 208	 Training error: 0.139567
Iteration 209	 Training error: 0.139422
Iteration 210	 Training error: 0.139279
Iteration 211	 Training error: 0.139139
Iteration 212	 Training error: 0.139001
Iteration 213	 Training error: 0.138866
Iteration 214	 Training error: 0.138733
Iteration 215	 Training error: 0.138602
Iteration 216	 Training error: 0.138473
Iteration 217	 Training error: 0.138346
Iteration 218	 Training error: 0.138222
Iteration 219	 Training error: 0.138099
Iteration 220	 Training error: 0.137979
Iteration 221	 Training error: 0.13786
Iteration 222	 Training error: 0.137744
Iteration 223	 Training error: 0.137629
Iteration 224	 Training error: 0.137516
Iteration 225	 Training error: 0.137405
Iteration 226	 Training error: 0.137295
Iteration 227	 Training error: 0.137187
Iteration 228	 Training error: 0.137081
Iteration 229	 Training error: 0.136977
Iteration 230	 Training error: 0.136874
Iteration 231	 Training error: 0.136773
Iteration 232	 Training error: 0.136673
Iteration 233	 Training error: 0.136575
Iteration 234	 Training error: 0.136478
Iteration 235	 Training error: 0.136382
Iteration 236	 Training error: 0.136288
Iteration 237	 Training error: 0.136196
Iteration 238	 Training error: 0.136105
Iteration 239	 Training error: 0.136015
Iteration 240	 Training error: 0.135926
Iteration 241	 Training error: 0.135839
Iteration 242	 Training error: 0.135753
Iteration 243	 Training error: 0.135668
Iteration 244	 Training error: 0.135584
Iteration 245	 Training error: 0.135502
Iteration 246	 Training error: 0.13542
Iteration 247	 Training error: 0.13534
Iteration 248	 Training error: 0.135261
Iteration 249	 Training error: 0.135183
Iteration 250	 Training error: 0.135106
Iteration 251	 Training error: 0.13503
Iteration 252	 Training error: 0.134955
Iteration 253	 Training error: 0.134881
Iteration 254	 Training error: 0.134808
Iteration 255	 Training error: 0.134736
Iteration 256	 Training error: 0.134665
Iteration 257	 Training error: 0.134595
Iteration 258	 Training error: 0.134526
Iteration 259	 Training error: 0.134458
Iteration 260	 Training error: 0.134391
Iteration 261	 Training error: 0.134324
Iteration 262	 Training error: 0.134259
Iteration 263	 Training error: 0.134194
Iteration 264	 Training error: 0.13413
Iteration 265	 Training error: 0.134067
Iteration 266	 Training error: 0.134004
Iteration 267	 Training error: 0.133943
Iteration 268	 Training error: 0.133882
Iteration 269	 Training error: 0.133822
Iteration 270	 Training error: 0.133762
Iteration 271	 Training error: 0.133704
Iteration 272	 Training error: 0.133646
Iteration 273	 Training error: 0.133589
Iteration 274	 Training error: 0.133532
Iteration 275	 Training error: 0.133476
Iteration 276	 Training error: 0.133421
Iteration 277	 Training error: 0.133367
Iteration 278	 Training error: 0.133313
Iteration 279	 Training error: 0.13326
Iteration 280	 Training error: 0.133207
Iteration 281	 Training error: 0.133155
Iteration 282	 Training error: 0.133104
Iteration 283	 Training error: 0.133053
Iteration 284	 Training error: 0.133002
Iteration 285	 Training error: 0.132953
Iteration 286	 Training error: 0.132904
Iteration 287	 Training error: 0.132855
Iteration 288	 Training error: 0.132807
Iteration 289	 Training error: 0.13276
Iteration 290	 Training error: 0.132713
Iteration 291	 Training error: 0.132666
Iteration 292	 Training error: 0.132621
Iteration 293	 Training error: 0.132575
Iteration 294	 Training error: 0.13253
Iteration 295	 Training error: 0.132486
Iteration 296	 Training error: 0.132442
Iteration 297	 Training error: 0.132398
Iteration 298	 Training error: 0.132356
Iteration 299	 Training error: 0.132313
Iteration 300	 Training error: 0.132271
Iteration 301	 Training error: 0.132229
Iteration 302	 Training error: 0.132188
Iteration 303	 Training error: 0.132147
Iteration 304	 Training error: 0.132107
Iteration 305	 Training error: 0.132067
Iteration 306	 Training error: 0.132028
Iteration 307	 Training error: 0.131989
Iteration 308	 Training error: 0.13195
Iteration 309	 Training error: 0.131912
Iteration 310	 Training error: 0.131874
Iteration 311	 Training error: 0.131836
Iteration 312	 Training error: 0.131799
Iteration 313	 Training error: 0.131762
Iteration 314	 Training error: 0.131726
Iteration 315	 Training error: 0.13169
Iteration 316	 Training error: 0.131654
Iteration 317	 Training error: 0.131619
Iteration 318	 Training error: 0.131584
Iteration 319	 Training error: 0.131549
Iteration 320	 Training error: 0.131515
Iteration 321	 Training error: 0.131481
Iteration 322	 Training error: 0.131447
Iteration 323	 Training error: 0.131414
Iteration 324	 Training error: 0.131381
Iteration 325	 Training error: 0.131348
Iteration 326	 Training error: 0.131316
Iteration 327	 Training error: 0.131284
Iteration 328	 Training error: 0.131252
Iteration 329	 Training error: 0.131221
Iteration 330	 Training error: 0.131189
Iteration 331	 Training error: 0.131159
Iteration 332	 Training error: 0.131128
Iteration 333	 Training error: 0.131098
Iteration 334	 Training error: 0.131068
Iteration 335	 Training error: 0.131038
Iteration 336	 Training error: 0.131008
Iteration 337	 Training error: 0.130979
Iteration 338	 Training error: 0.13095
Iteration 339	 Training error: 0.130922
Iteration 340	 Training error: 0.130893
Iteration 341	 Training error: 0.130865
Iteration 342	 Training error: 0.130837
Iteration 343	 Training error: 0.130809
Iteration 344	 Training error: 0.130782
Iteration 345	 Training error: 0.130755
Iteration 346	 Training error: 0.130728
Iteration 347	 Training error: 0.130701
Iteration 348	 Training error: 0.130674
Iteration 349	 Training error: 0.130648
Iteration 350	 Training error: 0.130622
Iteration 351	 Training error: 0.130596
Iteration 352	 Training error: 0.130571
Iteration 353	 Training error: 0.130545
Iteration 354	 Training error: 0.13052
Iteration 355	 Training error: 0.130495
Iteration 356	 Training error: 0.130471
Iteration 357	 Training error: 0.130446
Iteration 358	 Training error: 0.130422
Iteration 359	 Training error: 0.130398
Iteration 360	 Training error: 0.130374
Iteration 361	 Training error: 0.13035
Iteration 362	 Training error: 0.130326
Iteration 363	 Training error: 0.130303
Iteration 364	 Training error: 0.13028
Iteration 365	 Training error: 0.130257
Iteration 366	 Training error: 0.130234
Iteration 367	 Training error: 0.130212
Iteration 368	 Training error: 0.130189
Iteration 369	 Training error: 0.130167
Iteration 370	 Training error: 0.130145
Iteration 371	 Training error: 0.130123
Iteration 372	 Training error: 0.130102
Iteration 373	 Training error: 0.13008
Iteration 374	 Training error: 0.130059
Iteration 375	 Training error: 0.130038
Iteration 376	 Training error: 0.130017
Iteration 377	 Training error: 0.129996
Iteration 378	 Training error: 0.129975
Iteration 379	 Training error: 0.129954
Iteration 380	 Training error: 0.129934
Iteration 381	 Training error: 0.129914
Iteration 382	 Training error: 0.129894
Iteration 383	 Training error: 0.129874
Iteration 384	 Training error: 0.129854
Iteration 385	 Training error: 0.129835
Iteration 386	 Training error: 0.129815
Iteration 387	 Training error: 0.129796
Iteration 388	 Training error: 0.129777
Iteration 389	 Training error: 0.129758
Iteration 390	 Training error: 0.129739
Iteration 391	 Training error: 0.12972
Iteration 392	 Training error: 0.129702
Iteration 393	 Training error: 0.129683
Iteration 394	 Training error: 0.129665
Iteration 395	 Training error: 0.129647
Iteration 396	 Training error: 0.129629
Iteration 397	 Training error: 0.129611
Iteration 398	 Training error: 0.129593
Iteration 399	 Training error: 0.129575
Iteration 400	 Training error: 0.129558
Iteration 401	 Training error: 0.12954
Iteration 402	 Training error: 0.129523
Iteration 403	 Training error: 0.129506
Iteration 404	 Training error: 0.129489
Iteration 405	 Training error: 0.129472
Iteration 406	 Training error: 0.129455
Iteration 407	 Training error: 0.129438
Iteration 408	 Training error: 0.129422
Iteration 409	 Training error: 0.129406
Iteration 410	 Training error: 0.129389
Iteration 411	 Training error: 0.129373
Iteration 412	 Training error: 0.129357
Iteration 413	 Training error: 0.129341
Iteration 414	 Training error: 0.129325
Iteration 415	 Training error: 0.129309
Iteration 416	 Training error: 0.129294
Iteration 417	 Training error: 0.129278
Iteration 418	 Training error: 0.129263
Iteration 419	 Training error: 0.129247
Iteration 420	 Training error: 0.129232
Iteration 421	 Training error: 0.129217
Iteration 422	 Training error: 0.129202
Iteration 423	 Training error: 0.129187
Iteration 424	 Training error: 0.129172
Iteration 425	 Training error: 0.129157
Iteration 426	 Training error: 0.129143
Iteration 427	 Training error: 0.129128
Iteration 428	 Training error: 0.129114
Iteration 429	 Training error: 0.1291
Iteration 430	 Training error: 0.129085
Iteration 431	 Training error: 0.129071
Iteration 432	 Training error: 0.129057
Iteration 433	 Training error: 0.129043
Iteration 434	 Training error: 0.129029
Iteration 435	 Training error: 0.129016
Iteration 436	 Training error: 0.129002
Iteration 437	 Training error: 0.128988
Iteration 438	 Training error: 0.128975
Iteration 439	 Training error: 0.128961
Iteration 440	 Training error: 0.128948
Iteration 441	 Training error: 0.128935
Iteration 442	 Training error: 0.128921
Iteration 443	 Training error: 0.128908
Iteration 444	 Training error: 0.128895
Iteration 445	 Training error: 0.128882
Iteration 446	 Training error: 0.12887
Iteration 447	 Training error: 0.128857
Iteration 448	 Training error: 0.128844
Iteration 449	 Training error: 0.128832
Iteration 450	 Training error: 0.128819
Iteration 451	 Training error: 0.128807
Iteration 452	 Training error: 0.128794
Iteration 453	 Training error: 0.128782
Iteration 454	 Training error: 0.12877
Iteration 455	 Training error: 0.128758
Iteration 456	 Training error: 0.128745
Iteration 457	 Training error: 0.128733
Iteration 458	 Training error: 0.128722
Iteration 459	 Training error: 0.12871
Iteration 460	 Training error: 0.128698
Iteration 461	 Training error: 0.128686
Iteration 462	 Training error: 0.128675
Iteration 463	 Training error: 0.128663
Iteration 464	 Training error: 0.128651
Iteration 465	 Training error: 0.12864
Iteration 466	 Training error: 0.128629
Iteration 467	 Training error: 0.128617
Iteration 468	 Training error: 0.128606
Iteration 469	 Training error: 0.128595
Iteration 470	 Training error: 0.128584
Iteration 471	 Training error: 0.128573
Iteration 472	 Training error: 0.128562
Iteration 473	 Training error: 0.128551
Iteration 474	 Training error: 0.12854
Iteration 475	 Training error: 0.128529
Iteration 476	 Training error: 0.128519
Iteration 477	 Training error: 0.128508
Iteration 478	 Training error: 0.128497
Iteration 479	 Training error: 0.128487
Iteration 480	 Training error: 0.128476
Iteration 481	 Training error: 0.128466
Iteration 482	 Training error: 0.128456
Iteration 483	 Training error: 0.128445
Iteration 484	 Training error: 0.128435
Iteration 485	 Training error: 0.128425
Iteration 486	 Training error: 0.128415
Iteration 487	 Training error: 0.128405
Iteration 488	 Training error: 0.128395
Iteration 489	 Training error: 0.128385
Iteration 490	 Training error: 0.128375
Iteration 491	 Training error: 0.128365
Iteration 492	 Training error: 0.128355
Iteration 493	 Training error: 0.128346
Iteration 494	 Training error: 0.128336
Iteration 495	 Training error: 0.128326
Iteration 496	 Training error: 0.128317
Iteration 497	 Training error: 0.128307
Iteration 498	 Training error: 0.128298
Iteration 499	 Training error: 0.128288
Iteration 500	 Training error: 0.128279
Iteration 501	 Training error: 0.12827
Iteration 502	 Training error: 0.12826
Iteration 503	 Training error: 0.128251
Iteration 504	 Training error: 0.128242
Iteration 505	 Training error: 0.128233
Iteration 506	 Training error: 0.128224
Iteration 507	 Training error: 0.128215
Iteration 508	 Training error: 0.128206
Iteration 509	 Training error: 0.128197
Iteration 510	 Training error: 0.128188
Iteration 511	 Training error: 0.128179
Iteration 512	 Training error: 0.12817
Iteration 513	 Training error: 0.128162
Iteration 514	 Training error: 0.128153
Iteration 515	 Training error: 0.128144
Iteration 516	 Training error: 0.128136
Iteration 517	 Training error: 0.128127
Iteration 518	 Training error: 0.128119
Iteration 519	 Training error: 0.12811
Iteration 520	 Training error: 0.128102
Iteration 521	 Training error: 0.128093
Iteration 522	 Training error: 0.128085
Iteration 523	 Training error: 0.128077
Iteration 524	 Training error: 0.128069
Iteration 525	 Training error: 0.12806
Iteration 526	 Training error: 0.128052
Iteration 527	 Training error: 0.128044
Iteration 528	 Training error: 0.128036
Iteration 529	 Training error: 0.128028
Iteration 530	 Training error: 0.12802
Iteration 531	 Training error: 0.128012
Iteration 532	 Training error: 0.128004
Iteration 533	 Training error: 0.127996
Iteration 534	 Training error: 0.127988
Iteration 535	 Training error: 0.127981
Iteration 536	 Training error: 0.127973
Iteration 537	 Training error: 0.127965
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.127957
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 3.49011 3.72523 1.68289 
 Neuron 1: 4.17236 3.98708 -2.31378 

Layer 2 weights:
 Neuron 0: 0.506337 3.59288 -4.11815 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.491758 
0 -- 0.0552551 
1 -- 0.951539 
0 -- 0.498114 
We end!! => Final test error: 0.127957
**********
SEED 2
**********
Iteration 1	 Training error: 0.248634
Iteration 2	 Training error: 0.248615
Iteration 3	 Training error: 0.248506
Iteration 4	 Training error: 0.248332
Iteration 5	 Training error: 0.248125
Iteration 6	 Training error: 0.24791
Iteration 7	 Training error: 0.247698
Iteration 8	 Training error: 0.247492
Iteration 9	 Training error: 0.247289
Iteration 10	 Training error: 0.247087
Iteration 11	 Training error: 0.246884
Iteration 12	 Training error: 0.246676
Iteration 13	 Training error: 0.246465
Iteration 14	 Training error: 0.246249
Iteration 15	 Training error: 0.246029
Iteration 16	 Training error: 0.245803
Iteration 17	 Training error: 0.245573
Iteration 18	 Training error: 0.245336
Iteration 19	 Training error: 0.245093
Iteration 20	 Training error: 0.244843
Iteration 21	 Training error: 0.244586
Iteration 22	 Training error: 0.244322
Iteration 23	 Training error: 0.244049
Iteration 24	 Training error: 0.243769
Iteration 25	 Training error: 0.243479
Iteration 26	 Training error: 0.243181
Iteration 27	 Training error: 0.242874
Iteration 28	 Training error: 0.242557
Iteration 29	 Training error: 0.24223
Iteration 30	 Training error: 0.241893
Iteration 31	 Training error: 0.241545
Iteration 32	 Training error: 0.241187
Iteration 33	 Training error: 0.240817
Iteration 34	 Training error: 0.240436
Iteration 35	 Training error: 0.240043
Iteration 36	 Training error: 0.239639
Iteration 37	 Training error: 0.239222
Iteration 38	 Training error: 0.238793
Iteration 39	 Training error: 0.238351
Iteration 40	 Training error: 0.237897
Iteration 41	 Training error: 0.23743
Iteration 42	 Training error: 0.23695
Iteration 43	 Training error: 0.236458
Iteration 44	 Training error: 0.235953
Iteration 45	 Training error: 0.235435
Iteration 46	 Training error: 0.234904
Iteration 47	 Training error: 0.234361
Iteration 48	 Training error: 0.233806
Iteration 49	 Training error: 0.233238
Iteration 50	 Training error: 0.232659
Iteration 51	 Training error: 0.232068
Iteration 52	 Training error: 0.231466
Iteration 53	 Training error: 0.230853
Iteration 54	 Training error: 0.230229
Iteration 55	 Training error: 0.229596
Iteration 56	 Training error: 0.228953
Iteration 57	 Training error: 0.2283
Iteration 58	 Training error: 0.22764
Iteration 59	 Training error: 0.226971
Iteration 60	 Training error: 0.226296
Iteration 61	 Training error: 0.225613
Iteration 62	 Training error: 0.224925
Iteration 63	 Training error: 0.224231
Iteration 64	 Training error: 0.223533
Iteration 65	 Training error: 0.222831
Iteration 66	 Training error: 0.222125
Iteration 67	 Training error: 0.221417
Iteration 68	 Training error: 0.220707
Iteration 69	 Training error: 0.219996
Iteration 70	 Training error: 0.219284
Iteration 71	 Training error: 0.218573
Iteration 72	 Training error: 0.217863
Iteration 73	 Training error: 0.217153
Iteration 74	 Training error: 0.216446
Iteration 75	 Training error: 0.215742
Iteration 76	 Training error: 0.215041
Iteration 77	 Training error: 0.214344
Iteration 78	 Training error: 0.213651
Iteration 79	 Training error: 0.212962
Iteration 80	 Training error: 0.212279
Iteration 81	 Training error: 0.211602
Iteration 82	 Training error: 0.21093
Iteration 83	 Training error: 0.210265
Iteration 84	 Training error: 0.209607
Iteration 85	 Training error: 0.208955
Iteration 86	 Training error: 0.208311
Iteration 87	 Training error: 0.207674
Iteration 88	 Training error: 0.207044
Iteration 89	 Training error: 0.206423
Iteration 90	 Training error: 0.205809
Iteration 91	 Training error: 0.205203
Iteration 92	 Training error: 0.204604
Iteration 93	 Training error: 0.204014
Iteration 94	 Training error: 0.203432
Iteration 95	 Training error: 0.202857
Iteration 96	 Training error: 0.20229
Iteration 97	 Training error: 0.201731
Iteration 98	 Training error: 0.201179
Iteration 99	 Training error: 0.200635
Iteration 100	 Training error: 0.200098
Iteration 101	 Training error: 0.199568
Iteration 102	 Training error: 0.199045
Iteration 103	 Training error: 0.198528
Iteration 104	 Training error: 0.198017
Iteration 105	 Training error: 0.197512
Iteration 106	 Training error: 0.197012
Iteration 107	 Training error: 0.196517
Iteration 108	 Training error: 0.196027
Iteration 109	 Training error: 0.195542
Iteration 110	 Training error: 0.195059
Iteration 111	 Training error: 0.19458
Iteration 112	 Training error: 0.194103
Iteration 113	 Training error: 0.193629
Iteration 114	 Training error: 0.193155
Iteration 115	 Training error: 0.192682
Iteration 116	 Training error: 0.192208
Iteration 117	 Training error: 0.191734
Iteration 118	 Training error: 0.191257
Iteration 119	 Training error: 0.190777
Iteration 120	 Training error: 0.190293
Iteration 121	 Training error: 0.189803
Iteration 122	 Training error: 0.189307
Iteration 123	 Training error: 0.188803
Iteration 124	 Training error: 0.18829
Iteration 125	 Training error: 0.187766
Iteration 126	 Training error: 0.187229
Iteration 127	 Training error: 0.186677
Iteration 128	 Training error: 0.186109
Iteration 129	 Training error: 0.185523
Iteration 130	 Training error: 0.184915
Iteration 131	 Training error: 0.184284
Iteration 132	 Training error: 0.183626
Iteration 133	 Training error: 0.18294
Iteration 134	 Training error: 0.182222
Iteration 135	 Training error: 0.181468
Iteration 136	 Training error: 0.180676
Iteration 137	 Training error: 0.179842
Iteration 138	 Training error: 0.178962
Iteration 139	 Training error: 0.178033
Iteration 140	 Training error: 0.17705
Iteration 141	 Training error: 0.17601
Iteration 142	 Training error: 0.17491
Iteration 143	 Training error: 0.173744
Iteration 144	 Training error: 0.172509
Iteration 145	 Training error: 0.171203
Iteration 146	 Training error: 0.169822
Iteration 147	 Training error: 0.168362
Iteration 148	 Training error: 0.166822
Iteration 149	 Training error: 0.165201
Iteration 150	 Training error: 0.163495
Iteration 151	 Training error: 0.161706
Iteration 152	 Training error: 0.159832
Iteration 153	 Training error: 0.157875
Iteration 154	 Training error: 0.155835
Iteration 155	 Training error: 0.153714
Iteration 156	 Training error: 0.151515
Iteration 157	 Training error: 0.149241
Iteration 158	 Training error: 0.146894
Iteration 159	 Training error: 0.144478
Iteration 160	 Training error: 0.141997
Iteration 161	 Training error: 0.139456
Iteration 162	 Training error: 0.136859
Iteration 163	 Training error: 0.134212
Iteration 164	 Training error: 0.131519
Iteration 165	 Training error: 0.128786
Iteration 166	 Training error: 0.126019
Iteration 167	 Training error: 0.123224
Iteration 168	 Training error: 0.120408
Iteration 169	 Training error: 0.117576
Iteration 170	 Training error: 0.114737
Iteration 171	 Training error: 0.111896
Iteration 172	 Training error: 0.109062
Iteration 173	 Training error: 0.10624
Iteration 174	 Training error: 0.103438
Iteration 175	 Training error: 0.100662
Iteration 176	 Training error: 0.0979183
Iteration 177	 Training error: 0.0952137
Iteration 178	 Training error: 0.0925534
Iteration 179	 Training error: 0.0899424
Iteration 180	 Training error: 0.0873853
Iteration 181	 Training error: 0.0848861
Iteration 182	 Training error: 0.0824482
Iteration 183	 Training error: 0.0800744
Iteration 184	 Training error: 0.0777668
Iteration 185	 Training error: 0.0755272
Iteration 186	 Training error: 0.0733567
Iteration 187	 Training error: 0.0712558
Iteration 188	 Training error: 0.0692246
Iteration 189	 Training error: 0.067263
Iteration 190	 Training error: 0.0653703
Iteration 191	 Training error: 0.0635455
Iteration 192	 Training error: 0.0617874
Iteration 193	 Training error: 0.0600946
Iteration 194	 Training error: 0.0584653
Iteration 195	 Training error: 0.0568979
Iteration 196	 Training error: 0.0553904
Iteration 197	 Training error: 0.0539408
Iteration 198	 Training error: 0.0525472
Iteration 199	 Training error: 0.0512074
Iteration 200	 Training error: 0.0499194
Iteration 201	 Training error: 0.0486812
Iteration 202	 Training error: 0.0474906
Iteration 203	 Training error: 0.0463458
Iteration 204	 Training error: 0.0452448
Iteration 205	 Training error: 0.0441856
Iteration 206	 Training error: 0.0431665
Iteration 207	 Training error: 0.0421857
Iteration 208	 Training error: 0.0412414
Iteration 209	 Training error: 0.040332
Iteration 210	 Training error: 0.0394559
Iteration 211	 Training error: 0.0386117
Iteration 212	 Training error: 0.0377979
Iteration 213	 Training error: 0.037013
Iteration 214	 Training error: 0.0362559
Iteration 215	 Training error: 0.0355252
Iteration 216	 Training error: 0.0348198
Iteration 217	 Training error: 0.0341385
Iteration 218	 Training error: 0.0334802
Iteration 219	 Training error: 0.0328439
Iteration 220	 Training error: 0.0322287
Iteration 221	 Training error: 0.0316337
Iteration 222	 Training error: 0.0310578
